Artista,Track,Precio track,Moneda,Album,Video preview,No. de canciones del album,Precio del album,Moneda del album,URL del album,Imagen del album
Coldplay,Oceans (Alternate Live Take),1.99,USD,Ghost Stories: Live 2014,https://video-ssl.itunes.apple.com/itunes-assets/Video115/v4/bb/89/e5/bb89e574-3901-6a89-e763-c6fe593d7289/mzvf_2647839429627224416.640x356.h264lc.U.p.m4v,11,10.99,USD,https://music.apple.com/us/album/ghost-stories-live-2014/928168764?uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music1/v4/25/7d/2f/257d2f50-6133-cdb1-65b4-0dc71b56d6d9/source/100x100bb.jpg
Coldplay,Always In My Head (Alternate Live Take),1.99,USD,Ghost Stories: Live 2014,https://video-ssl.itunes.apple.com/itunes-assets/Video125/v4/94/8b/7a/948b7ae5-ae4d-6743-3a5a-6f5377381d36/mzvf_3141269894871088303.640x356.h264lc.U.p.m4v,11,10.99,USD,https://music.apple.com/us/album/ghost-stories-live-2014/928168764?uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music1/v4/25/7d/2f/257d2f50-6133-cdb1-65b4-0dc71b56d6d9/source/100x100bb.jpg
The Chainsmokers & Coldplay,Something Just Like This,1.29,USD,Something Just Like This (Remix Pack) - EP,N/A,6,5.99,USD,https://music.apple.com/us/album/something-just-like-this-remix-pack-ep/1229287358?uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/79/73/c6/7973c67c-3bfa-46f3-9fbd-714c826a3d65/source/100x100bb.jpg
Coldplay,Paradise,1.29,USD,Mylo Xyloto,https://video-ssl.itunes.apple.com/itunes-assets/Video125/v4/72/b4/6c/72b46cb0-dea8-197c-f0ef-133a0d6ea075/mzvf_6538977144837724530.640x364.h264lc.U.p.m4v,14,9.99,USD,https://music.apple.com/us/album/mylo-xyloto/726372830?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music4/v4/0d/bc/ea/0dbceab6-0aea-08a4-36d2-81a2618e85cd/source/100x100bb.jpg
Coldplay,Every Teardrop Is a Waterfall,1.29,USD,Mylo Xyloto,https://video-ssl.itunes.apple.com/itunes-assets/Video115/v4/7b/df/fa/7bdffa36-d012-2037-d242-3da72a3d13c9/mzvf_2000466874900991539.640x480.h264lc.U.p.m4v,14,9.99,USD,https://music.apple.com/us/album/mylo-xyloto/726372830?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music4/v4/0d/bc/ea/0dbceab6-0aea-08a4-36d2-81a2618e85cd/source/100x100bb.jpg
Coldplay,Charlie Brown,1.29,USD,Mylo Xyloto,https://video-ssl.itunes.apple.com/itunes-assets/Video125/v4/85/a5/ef/85a5ef9b-e67f-0e26-3b9a-36435c8a1208/mzvf_4703869178717116954.640x364.h264lc.U.p.m4v,14,9.99,USD,https://music.apple.com/us/album/mylo-xyloto/726372830?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music4/v4/0d/bc/ea/0dbceab6-0aea-08a4-36d2-81a2618e85cd/source/100x100bb.jpg
Coldplay,Hurts Like Heaven,1.29,USD,Mylo Xyloto,https://video-ssl.itunes.apple.com/itunes-assets/Video128/v4/c6/4a/e1/c64ae173-7a20-7227-ed8c-7e3a80c0e81d/mzvf_4634373449356082979.640x480.h264lc.U.p.m4v,14,9.99,USD,https://music.apple.com/us/album/mylo-xyloto/726372830?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music4/v4/0d/bc/ea/0dbceab6-0aea-08a4-36d2-81a2618e85cd/source/100x100bb.jpg
Coldplay,Paradise,1.29,USD,Live In Buenos Aires,https://video-ssl.itunes.apple.com/itunes-assets/Video125/v4/72/b4/6c/72b46cb0-dea8-197c-f0ef-133a0d6ea075/mzvf_6538977144837724530.640x364.h264lc.U.p.m4v,24,18.99,USD,https://music.apple.com/us/album/live-in-buenos-aires/1438770205?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/7d/de/91/7dde91f2-c10d-4a67-f98a-4055bbc24744/source/100x100bb.jpg
Coldplay,Every Teardrop Is a Waterfall,1.29,USD,Live In Buenos Aires,https://video-ssl.itunes.apple.com/itunes-assets/Video115/v4/7b/df/fa/7bdffa36-d012-2037-d242-3da72a3d13c9/mzvf_2000466874900991539.640x480.h264lc.U.p.m4v,24,18.99,USD,https://music.apple.com/us/album/live-in-buenos-aires/1438770205?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/7d/de/91/7dde91f2-c10d-4a67-f98a-4055bbc24744/source/100x100bb.jpg
Coldplay,Clocks,1.29,USD,A Rush of Blood to the Head,https://video-ssl.itunes.apple.com/itunes-assets/Video128/v4/c1/8c/3c/c18c3cb9-3e5a-d53d-d3a9-cdcce0350dbe/mzvf_3261766335773624663.640x248.h264lc.U.p.m4v,11,9.99,USD,https://music.apple.com/us/album/a-rush-of-blood-to-the-head/1122775993?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music30/v4/e6/b5/33/e6b53333-3577-9cd5-1785-904f73feeeec/source/100x100bb.jpg
Coldplay,The Scientist,1.29,USD,A Rush of Blood to the Head,https://video-ssl.itunes.apple.com/itunes-assets/Video125/v4/bf/44/ff/bf44ff9b-7f67-8a09-05f2-ed811bd0a4ac/mzvf_3171057700918488658.640x348.h264lc.U.p.m4v,11,9.99,USD,https://music.apple.com/us/album/a-rush-of-blood-to-the-head/1122775993?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music30/v4/e6/b5/33/e6b53333-3577-9cd5-1785-904f73feeeec/source/100x100bb.jpg
Coldplay,In My Place,1.29,USD,A Rush of Blood to the Head,https://video-ssl.itunes.apple.com/itunes-assets/Video125/v4/08/85/a7/0885a74e-5460-0d35-4847-3f772c8ee75a/mzvf_8287677966031584212.640x272.h264lc.U.p.m4v,11,9.99,USD,https://music.apple.com/us/album/a-rush-of-blood-to-the-head/1122775993?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music30/v4/e6/b5/33/e6b53333-3577-9cd5-1785-904f73feeeec/source/100x100bb.jpg
Coldplay,Politik,1.29,USD,A Rush of Blood to the Head,N/A,11,9.99,USD,https://music.apple.com/us/album/a-rush-of-blood-to-the-head/1122775993?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music30/v4/e6/b5/33/e6b53333-3577-9cd5-1785-904f73feeeec/source/100x100bb.jpg
Coldplay,God Put a Smile Upon Your Face,1.29,USD,A Rush of Blood to the Head,https://video-ssl.itunes.apple.com/itunes-assets/Video128/v4/3b/b5/26/3bb52606-838d-5bfd-efde-4353e64d9957/mzvf_6254128518255969438.640x252.h264lc.U.p.m4v,11,9.99,USD,https://music.apple.com/us/album/a-rush-of-blood-to-the-head/1122775993?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music30/v4/e6/b5/33/e6b53333-3577-9cd5-1785-904f73feeeec/source/100x100bb.jpg
Coldplay,Fix You,1.29,USD,X&Y,https://video-ssl.itunes.apple.com/itunes-assets/Video125/v4/ee/a6/62/eea662c1-b46c-9c28-4dbe-58198471de14/mzvf_7547377810011163652.640x360.h264lc.U.p.m4v,14,9.99,USD,https://music.apple.com/us/album/x-y/1123076757?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music18/v4/44/0f/6f/440f6f25-7f35-131f-1f79-648fd53a51f2/source/100x100bb.jpg
Coldplay,Speed of Sound,1.29,USD,X&Y,https://video-ssl.itunes.apple.com/itunes-assets/Video125/v4/42/ee/ea/42eeea70-429a-251e-3db1-ce082c6d8771/mzvf_4396110867827129873.640x364.h264lc.U.p.m4v,14,9.99,USD,https://music.apple.com/us/album/x-y/1123076757?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music18/v4/44/0f/6f/440f6f25-7f35-131f-1f79-648fd53a51f2/source/100x100bb.jpg
Coldplay,The Hardest Part,1.29,USD,X&Y,https://video-ssl.itunes.apple.com/itunes-assets/Video115/v4/34/ba/76/34ba76a2-c9bf-5987-da15-802fe8d04208/mzvf_1776428584833001762.640x360.h264lc.U.p.m4v,14,9.99,USD,https://music.apple.com/us/album/x-y/1123076757?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music18/v4/44/0f/6f/440f6f25-7f35-131f-1f79-648fd53a51f2/source/100x100bb.jpg
Coldplay,Fix You,1.29,USD,Fix You - EP,https://video-ssl.itunes.apple.com/itunes-assets/Video125/v4/ee/a6/62/eea662c1-b46c-9c28-4dbe-58198471de14/mzvf_7547377810011163652.640x360.h264lc.U.p.m4v,4,4.99,USD,https://music.apple.com/us/album/fix-you-ep/693488507?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music123/v4/b1/35/48/b13548ff-5c45-01a7-9ed8-ba993edc1566/source/100x100bb.jpg
Coldplay,The Scientist,1.29,USD,The Scientist - Single,https://video-ssl.itunes.apple.com/itunes-assets/Video125/v4/bf/44/ff/bf44ff9b-7f67-8a09-05f2-ed811bd0a4ac/mzvf_3171057700918488658.640x348.h264lc.U.p.m4v,3,2.99,USD,https://music.apple.com/us/album/the-scientist-single/695500500?uo=4,https://is5-ssl.mzstatic.com/image/thumb/Music6/v4/14/6e/e4/146ee40d-468d-31a7-0a03-ef4a7310dbc7/source/100x100bb.jpg
Coldplay,Magic,1.29,USD,Ghost Stories,https://video-ssl.itunes.apple.com/itunes-assets/Video115/v4/d2/43/ab/d243ab42-ef1c-41de-7ce7-c9ae1d43119c/mzvf_4718416044967397589.640x480.h264lc.U.p.m4v,10,9.99,USD,https://music.apple.com/us/album/ghost-stories/829909653?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music/v4/56/4d/74/564d74d2-3564-886f-1af3-ea754413391c/source/100x100bb.jpg
Coldplay,A Sky Full of Stars,1.29,USD,Ghost Stories,https://video-ssl.itunes.apple.com/itunes-assets/Video128/v4/d3/5d/76/d35d766a-e432-0633-e96a-77d52b74b381/mzvf_6728100992667714302.640x366.h264lc.U.p.m4v,10,9.99,USD,https://music.apple.com/us/album/ghost-stories/829909653?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music/v4/56/4d/74/564d74d2-3564-886f-1af3-ea754413391c/source/100x100bb.jpg
Coldplay,Yellow,1.29,USD,Parachutes,https://video-ssl.itunes.apple.com/itunes-assets/Video115/v4/33/d4/d4/33d4d4da-cff0-1e28-eadf-d4bd80507a54/mzvf_1302845742146703635.640x384.h264lc.U.p.m4v,10,9.99,USD,https://music.apple.com/us/album/parachutes/1122782080?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music60/v4/79/a4/7a/79a47aba-d16b-ec72-8b77-ff3969cec409/source/100x100bb.jpg
Coldplay,Yellow,1.29,USD,Parachutes,https://video-ssl.itunes.apple.com/itunes-assets/Video114/v4/75/3e/df/753edf26-7256-6763-e8eb-a539fca1f075/mzvf_8147129799575004300.640x480.h264lc.U.p.m4v,10,9.99,USD,https://music.apple.com/us/album/parachutes/1122782080?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music60/v4/79/a4/7a/79a47aba-d16b-ec72-8b77-ff3969cec409/source/100x100bb.jpg
Coldplay,Trouble,1.29,USD,Parachutes,https://video-ssl.itunes.apple.com/itunes-assets/Video118/v4/85/be/5f/85be5f11-34ed-2be3-4f56-b8e7d6bb5b1d/mzvf_503301234563735571.640x372.h264lc.U.p.m4v,10,9.99,USD,https://music.apple.com/us/album/parachutes/1122782080?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music60/v4/79/a4/7a/79a47aba-d16b-ec72-8b77-ff3969cec409/source/100x100bb.jpg
Coldplay,Trouble,1.29,USD,Parachutes,https://video-ssl.itunes.apple.com/itunes-assets/Video114/v4/39/dd/24/39dd24db-0436-7e53-5e37-5410adf433f1/mzvf_6267184977001515011.640x480.h264lc.U.p.m4v,10,9.99,USD,https://music.apple.com/us/album/parachutes/1122782080?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music60/v4/79/a4/7a/79a47aba-d16b-ec72-8b77-ff3969cec409/source/100x100bb.jpg
Coldplay,Shiver,1.29,USD,Parachutes,https://video-ssl.itunes.apple.com/itunes-assets/Video118/v4/61/04/37/610437a9-6a2a-fbef-ca38-d581f105a73a/mzvf_7882449529418983171.640x480.h264lc.U.p.m4v,10,9.99,USD,https://music.apple.com/us/album/parachutes/1122782080?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music60/v4/79/a4/7a/79a47aba-d16b-ec72-8b77-ff3969cec409/source/100x100bb.jpg
Coldplay,Shiver,1.29,USD,Parachutes,https://video-ssl.itunes.apple.com/itunes-assets/Video114/v4/60/b7/09/60b709f8-e81c-3565-5939-ea0524d9208f/mzvf_15504537451085654090.640x480.h264lc.U.p.m4v,10,9.99,USD,https://music.apple.com/us/album/parachutes/1122782080?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music60/v4/79/a4/7a/79a47aba-d16b-ec72-8b77-ff3969cec409/source/100x100bb.jpg
Coldplay,Don't Panic,1.29,USD,Parachutes,https://video-ssl.itunes.apple.com/itunes-assets/Video118/v4/36/3a/6a/363a6aeb-8ec6-0ca4-2ac0-54a68ec7c0d3/mzvf_5730027620411804474.640x372.h264lc.U.p.m4v,10,9.99,USD,https://music.apple.com/us/album/parachutes/1122782080?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music60/v4/79/a4/7a/79a47aba-d16b-ec72-8b77-ff3969cec409/source/100x100bb.jpg
Coldplay,Don't Panic,1.29,USD,Parachutes,https://video-ssl.itunes.apple.com/itunes-assets/Video114/v4/5d/d6/10/5dd6101f-2470-c101-52fe-117407825a0a/mzvf_6958093205186591522.640x480.h264lc.U.p.m4v,10,9.99,USD,https://music.apple.com/us/album/parachutes/1122782080?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music60/v4/79/a4/7a/79a47aba-d16b-ec72-8b77-ff3969cec409/source/100x100bb.jpg
Coldplay,Yellow,1.29,USD,Yellow - Single,https://video-ssl.itunes.apple.com/itunes-assets/Video115/v4/33/d4/d4/33d4d4da-cff0-1e28-eadf-d4bd80507a54/mzvf_1302845742146703635.640x384.h264lc.U.p.m4v,3,2.99,USD,https://music.apple.com/us/album/yellow-single/695721212?uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music7/v4/66/7b/1d/667b1d5d-8008-845c-7990-b9f5fc1727c2/source/100x100bb.jpg
Coldplay,Yellow,1.29,USD,Yellow - Single,https://video-ssl.itunes.apple.com/itunes-assets/Video114/v4/75/3e/df/753edf26-7256-6763-e8eb-a539fca1f075/mzvf_8147129799575004300.640x480.h264lc.U.p.m4v,3,2.99,USD,https://music.apple.com/us/album/yellow-single/695721212?uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music7/v4/66/7b/1d/667b1d5d-8008-845c-7990-b9f5fc1727c2/source/100x100bb.jpg
Coldplay,Every Teardrop Is a Waterfall,1.29,USD,Every Teardrop Is a Waterfall - Single,https://video-ssl.itunes.apple.com/itunes-assets/Video115/v4/7b/df/fa/7bdffa36-d012-2037-d242-3da72a3d13c9/mzvf_2000466874900991539.640x480.h264lc.U.p.m4v,3,2.99,USD,https://music.apple.com/us/album/every-teardrop-is-a-waterfall-single/699703229?uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music6/v4/01/92/0a/01920a0d-cc74-023c-63d3-d00c37024e58/source/100x100bb.jpg
Coldplay,Speed of Sound,1.29,USD,Speed of Sound - Single,https://video-ssl.itunes.apple.com/itunes-assets/Video125/v4/42/ee/ea/42eeea70-429a-251e-3db1-ce082c6d8771/mzvf_4396110867827129873.640x364.h264lc.U.p.m4v,2,1.99,USD,https://music.apple.com/us/album/speed-of-sound-single/726146842?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/43/34/a4/4334a4b3-eb1c-cc12-e619-bb8c36b1d58e/source/100x100bb.jpg
Coldplay,Adventure of a Lifetime,1.29,USD,A Head Full of Dreams,https://video-ssl.itunes.apple.com/itunes-assets/Video128/v4/d2/80/48/d280488c-43af-a8a7-c7c1-a9d760c66769/mzvf_2793558364821527298.640x480.h264lc.U.p.m4v,12,9.99,USD,https://music.apple.com/us/album/a-head-full-of-dreams/1053933969?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music62/v4/b8/5d/ff/b85dff39-32cd-34eb-7b0e-f087707bf254/source/100x100bb.jpg
Coldplay,Hymn for the Weekend,1.29,USD,A Head Full of Dreams,https://video-ssl.itunes.apple.com/itunes-assets/Video128/v4/b1/9f/d1/b19fd1f8-6405-1224-a804-48640b082a01/mzvf_5912454723275110522.640x354.h264lc.U.p.m4v,12,9.99,USD,https://music.apple.com/us/album/a-head-full-of-dreams/1053933969?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music62/v4/b8/5d/ff/b85dff39-32cd-34eb-7b0e-f087707bf254/source/100x100bb.jpg
Coldplay,Up&Up,1.29,USD,A Head Full of Dreams,https://video-ssl.itunes.apple.com/itunes-assets/Video115/v4/ad/ea/42/adea4221-51cc-8353-970f-8d6fc0985b8c/mzvf_4175035080601169698.640x480.h264lc.U.p.m4v,12,9.99,USD,https://music.apple.com/us/album/a-head-full-of-dreams/1053933969?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music62/v4/b8/5d/ff/b85dff39-32cd-34eb-7b0e-f087707bf254/source/100x100bb.jpg
Coldplay,A Head Full of Dreams,1.29,USD,A Head Full of Dreams,https://video-ssl.itunes.apple.com/itunes-assets/Video115/v4/cd/a6/80/cda680d4-a2b3-c33a-9c51-6c96df721d0d/mzvf_3136949833712092240.640x480.h264lc.U.p.m4v,12,9.99,USD,https://music.apple.com/us/album/a-head-full-of-dreams/1053933969?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music62/v4/b8/5d/ff/b85dff39-32cd-34eb-7b0e-f087707bf254/source/100x100bb.jpg
Coldplay,Trouble,1.29,USD,Trouble (B-Side) - Single,https://video-ssl.itunes.apple.com/itunes-assets/Video118/v4/85/be/5f/85be5f11-34ed-2be3-4f56-b8e7d6bb5b1d/mzvf_503301234563735571.640x372.h264lc.U.p.m4v,3,2.99,USD,https://music.apple.com/us/album/trouble-b-side-single/726193932?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music49/v4/2c/ea/c4/2ceac485-e876-77b8-63d2-da127fc7bded/source/100x100bb.jpg
Coldplay,Trouble,1.29,USD,Trouble (B-Side) - Single,https://video-ssl.itunes.apple.com/itunes-assets/Video114/v4/39/dd/24/39dd24db-0436-7e53-5e37-5410adf433f1/mzvf_6267184977001515011.640x480.h264lc.U.p.m4v,3,2.99,USD,https://music.apple.com/us/album/trouble-b-side-single/726193932?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music49/v4/2c/ea/c4/2ceac485-e876-77b8-63d2-da127fc7bded/source/100x100bb.jpg
Coldplay,Christmas Lights,0.69,USD,Christmas Lights - Single,https://video-ssl.itunes.apple.com/itunes-assets/Video128/v4/6e/27/43/6e274327-cace-e26d-d20e-32a90ffbbd9e/mzvf_8713099420587090232.640x360.h264lc.U.p.m4v,1,0.69,USD,https://music.apple.com/us/album/christmas-lights-single/693525980?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/bb/7c/47/bb7c4728-eedc-6553-6f8b-b958ff499156/source/100x100bb.jpg
Coldplay,Violet Hill,1.29,USD,Violet Hill - Single,https://video-ssl.itunes.apple.com/itunes-assets/Video125/v4/82/19/5d/82195de8-605b-c9ed-3f72-f6bff94d4fa5/mzvf_2911692747087942800.640x360.h264lc.U.p.m4v,1,1.29,USD,https://music.apple.com/us/album/violet-hill-single/726107095?uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/fd/b2/6f/fdb26f06-49ff-00b9-be78-a258a7627ca6/source/100x100bb.jpg
Coldplay,Violet Hill,1.29,USD,Viva la Vida or Death and All His Friends,https://video-ssl.itunes.apple.com/itunes-assets/Video125/v4/82/19/5d/82195de8-605b-c9ed-3f72-f6bff94d4fa5/mzvf_2911692747087942800.640x360.h264lc.U.p.m4v,10,9.99,USD,https://music.apple.com/us/album/viva-la-vida-or-death-and-all-his-friends/1122773394?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music30/v4/aa/13/0e/aa130e1a-fbb8-bf02-5014-726bbb8f81f6/source/100x100bb.jpg
Coldplay,Strawberry Swing,1.29,USD,Viva la Vida or Death and All His Friends,https://video-ssl.itunes.apple.com/itunes-assets/Video115/v4/d7/19/e4/d719e433-c897-d055-4fce-94142866274d/mzvf_2416155587712823991.640x480.h264lc.U.p.m4v,10,9.99,USD,https://music.apple.com/us/album/viva-la-vida-or-death-and-all-his-friends/1122773394?uo=4,https://is4-ssl.mzstatic.com/image/thumb/Music30/v4/aa/13/0e/aa130e1a-fbb8-bf02-5014-726bbb8f81f6/source/100x100bb.jpg
Coldplay,Every Teardrop Is a Waterfall (Live),1.29,USD,Live 2012,https://video-ssl.itunes.apple.com/itunes-assets/Video118/v4/e5/52/fb/e552fbb2-f503-89ad-b14d-df2ae1258bf4/mzvf_8170849330368552946.640x480.h264lc.U.p.m4v,15,9.99,USD,https://music.apple.com/us/album/live-2012/693573205?uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music6/v4/62/92/42/62924288-8f37-7963-4811-39e338dc16ca/source/100x100bb.jpg
Coldplay,Every Teardrop Is a Waterfall (Live),1.29,USD,Live 2012,https://video-ssl.itunes.apple.com/itunes-assets/Video118/v4/e5/52/fb/e552fbb2-f503-89ad-b14d-df2ae1258bf4/mzvf_8170849330368552946.640x480.h264lc.U.p.m4v,15,9.99,USD,https://music.apple.com/us/album/live-2012/693574271?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music4/v4/da/02/64/da026476-6ae4-7d5e-5151-78044e3ad32c/source/100x100bb.jpg
Coldplay,Fix You (Live),1.29,USD,Live 2012,https://video-ssl.itunes.apple.com/itunes-assets/Video128/v4/7f/18/2f/7f182f72-fe57-93cc-6717-20cdb0d21f9c/mzvf_7732509821580656367.640x480.h264lc.U.p.m4v,15,9.99,USD,https://music.apple.com/us/album/live-2012/693573205?uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music6/v4/62/92/42/62924288-8f37-7963-4811-39e338dc16ca/source/100x100bb.jpg
Coldplay,Fix You (Live),1.29,USD,Live 2012,https://video-ssl.itunes.apple.com/itunes-assets/Video128/v4/7f/18/2f/7f182f72-fe57-93cc-6717-20cdb0d21f9c/mzvf_7732509821580656367.640x480.h264lc.U.p.m4v,15,9.99,USD,https://music.apple.com/us/album/live-2012/693574271?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music4/v4/da/02/64/da026476-6ae4-7d5e-5151-78044e3ad32c/source/100x100bb.jpg
Coldplay,Paradise (Live),1.29,USD,Live 2012,N/A,15,9.99,USD,https://music.apple.com/us/album/live-2012/693573205?uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music6/v4/62/92/42/62924288-8f37-7963-4811-39e338dc16ca/source/100x100bb.jpg
Coldplay,Paradise (Live),1.29,USD,Live 2012,N/A,15,9.99,USD,https://music.apple.com/us/album/live-2012/693574271?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music4/v4/da/02/64/da026476-6ae4-7d5e-5151-78044e3ad32c/source/100x100bb.jpg
Coldplay,God Put a Smile Upon Your Face (Live),1.29,USD,Live 2012,https://video-ssl.itunes.apple.com/itunes-assets/Video118/v4/4c/47/df/4c47dfb8-b3c8-d62a-b8c0-fb3e0264c983/mzvf_4969417329464231284.640x480.h264lc.U.p.m4v,15,9.99,USD,https://music.apple.com/us/album/live-2012/693573205?uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music6/v4/62/92/42/62924288-8f37-7963-4811-39e338dc16ca/source/100x100bb.jpg
Coldplay,God Put a Smile Upon Your Face (Live),1.29,USD,Live 2012,https://video-ssl.itunes.apple.com/itunes-assets/Video118/v4/4c/47/df/4c47dfb8-b3c8-d62a-b8c0-fb3e0264c983/mzvf_4969417329464231284.640x480.h264lc.U.p.m4v,15,9.99,USD,https://music.apple.com/us/album/live-2012/693574271?uo=4,https://is3-ssl.mzstatic.com/image/thumb/Music4/v4/da/02/64/da026476-6ae4-7d5e-5151-78044e3ad32c/source/100x100bb.jpg
Coldplay,Lost? (with JAY-Z) / Viva la Vida (Live at the 51st Annual GRAMMY Awards),1.29,USD,Lost? (with JAY-Z) / Viva la Vida (Live at the 51st Annual GRAMMY Awards) - Single,https://video-ssl.itunes.apple.com/itunes-assets/Video125/v4/aa/0d/bb/aa0dbb8a-6ca7-d994-4c90-c593f45e1ad9/mzvf_8586041427868761949.640x480.h264lc.U.p.m4v,2,2.49,USD,https://music.apple.com/us/album/lost-jay-z-viva-la-vida-live-at-51st-annual-grammy/709134851?uo=4,https://is2-ssl.mzstatic.com/image/thumb/Music/v4/6c/03/d2/6c03d2c5-c317-22d9-bd21-52290f4ca542/source/100x100bb.jpg
